source,target,用量,relation
173,12,适量,主食材
173,79,适量,主食材
173,13,适量,辅料
173,5,适量,辅料
174,267,500克,主食材
174,268,200克,主食材
175,269,400g,主食材
175,2,适量,辅料
175,3,适量,辅料
175,22,适量,辅料
176,43,三勺,主食材
176,12,三勺,主食材
176,84,一个,辅料
176,2,一小块,辅料
176,32,少许,辅料
176,222,适量,辅料
176,5,少许,辅料
176,57,几滴,辅料
177,84,2个,辅料
177,111,1片,辅料
177,229,适量,辅料
178,84,两个,主食材
178,265,一包,主食材
178,95,适量,主食材
178,113,适量,辅料
178,5,适量,辅料
178,71,少许,辅料
179,82,两条,主食材
179,4,1000毫升,辅料
180,270,200g,主食材
180,83,70g,主食材
180,76,一个,辅料
180,4,15毫升,辅料
180,5,6g,辅料
180,7,10毫升,辅料
180,21,10毫升,辅料
181,271,250g,主食材
181,272,50g,主食材
181,3,一根,辅料
181,84,一个,辅料
181,85,100ml,辅料
181,273,一勺～大约20g,辅料
181,5,5g,辅料
181,100,3g,辅料
181,102,2g,辅料
182,274,适量,主食材
182,275,适量,主食材
182,276,适量,主食材
182,184,适量,主食材
182,131,适量,辅料
182,90,适量,辅料
182,277,适量,辅料
182,36,适量,辅料
183,199,适量,主食材
183,3,适量,辅料
183,1,适量,辅料
183,278,适量,辅料
183,5,适量,辅料
183,21,适量,辅料
184,26,400g（3人份）,主食材
184,91,200g,主食材
184,279,适量,辅料
184,230,少许,辅料
184,3,适量,辅料
184,5,适量,辅料
184,20,少许,辅料
184,242,适量,辅料
184,9,少许,辅料
184,22,适量,辅料
184,71,少许,辅料
184,2,适量,辅料
184,1,适量,辅料
185,5,适量,辅料
186,248,1大勺,辅料
186,200,1大勺,辅料
187,26,300g,主食材
187,39,300g,主食材
187,55,100g,辅料
187,209,1个,辅料
187,5,适量,辅料
187,3,少许,辅料
187,1,少许,辅料
187,60,2个,辅料
187,62,少许,辅料
187,22,适量,辅料
187,121,少许,辅料
188,280,10个,主食材
188,10,1个,主食材
188,160,100g,主食材
188,281,1个,主食材
188,1,1瓣,辅料
189,146,适量,主食材
189,131,适量,主食材
189,219,适量,主食材
189,2,适量,辅料
190,84,6个,主食材
190,103,60g,辅料
190,37,95g,辅料
190,134,70g,辅料
190,282,4g,辅料
191,90,15g,主食材
191,79,130g,主食材
191,13,50g,主食材
191,283,50g,主食材
191,277,20g,主食材
191,216,4g,主食材
192,84,2个,主食材
192,284,15克,主食材
192,134,30克,主食材
192,273,20克,主食材
192,52,26.5克,主食材
192,127,12克,主食材
192,20,0.6克,主食材
192,37,40克,主食材
192,282,2克,辅料
193,169,75g,主食材
193,59,150g,辅料
193,3,两根,辅料
193,76,一个,辅料
193,77,20毫升,辅料
193,4,适量,辅料
193,5,少量,辅料
193,7,少量,辅料
193,21,适量,辅料
194,285,200g,主食材
194,4,适量,辅料
194,21,15毫升,辅料
194,5,少量,辅料
195,286,1块,主食材
195,3,1段,辅料
195,287,1袋,辅料
195,6,1勺,辅料
195,7,1勺,辅料
195,9,1勺,辅料
195,288,1大勺,辅料
195,48,1勺,辅料
195,54,半勺,辅料
196,289,1/2,主食材
196,2,15g,辅料
196,3,10g,辅料
196,7,20毫升,辅料
196,21,30毫升,辅料
196,5,10g,辅料
196,36,200毫升,辅料
197,10,适量,主食材
197,18,适量,主食材
197,1,适量,辅料
197,3,适量,辅料
197,290,适量,辅料
197,6,适量,辅料
197,5,适量,辅料
197,22,适量,辅料
197,54,适量,辅料
197,291,适量,辅料
197,21,适量,辅料
198,292,1碗,主食材
198,293,1块,辅料
198,174,1撮,辅料
198,175,适量,辅料
198,220,2块,辅料
199,167,1/2,主食材
199,5,适量,辅料
199,77,适量,辅料
199,7,适量,辅料
199,3,少量,辅料
199,76,洗了,辅料
200,286,适量,主食材
200,294,适量,辅料
201,132,300克,主食材
201,187,200克,主食材
201,188,5颗,辅料
201,13,一段,辅料
201,189,8只,辅料
201,72,2根,辅料
201,5,1勺,辅料
201,22,1勺,辅料
202,190,1只,主食材
202,2,8片,辅料
202,141,4片,辅料
202,162,2个,辅料
202,161,3克,辅料
202,191,4克,辅料
202,192,1个,辅料
202,60,10个,辅料
202,5,25克,辅料
202,22,3汤匙,辅料
202,7,3汤匙,辅料
203,193,适量,主食材
203,12,适量,主食材
203,79,适量,主食材
203,13,适量,辅料
203,5,适量,辅料
204,267,500克,主食材
204,268,200克,主食材
205,269,400g,主食材
205,2,适量,辅料
205,3,适量,辅料
205,22,适量,辅料
206,43,三勺,主食材
206,12,三勺,主食材
206,84,一个,辅料
206,2,一小块,辅料
206,32,少许,辅料
206,222,适量,辅料
206,5,少许,辅料
206,57,几滴,辅料
207,84,2个,辅料
207,111,1片,辅料
207,229,适量,辅料
208,84,两个,主食材
208,265,一包,主食材
208,95,适量,主食材
208,113,适量,辅料
208,5,适量,辅料
208,71,少许,辅料
209,82,两条,主食材
209,4,1000毫升,辅料
210,270,200g,主食材
210,83,70g,主食材
210,76,一个,辅料
210,4,15毫升,辅料
210,5,6g,辅料
210,7,10毫升,辅料
210,21,10毫升,辅料
211,295,适量,主食材
211,36,适量,辅料
212,124,400g,主食材
212,296,100g,辅料
213,91,300g,主食材
213,160,200g,主食材
213,56,1把,主食材
213,1,4瓣,辅料
213,249,2颗,辅料
213,297,2个,辅料
213,5,2g,辅料
213,67,1勺,辅料
213,68,2g,辅料
214,298,400g,主食材
214,26,400g,辅料
214,85,220g,辅料
214,67,10g,辅料
214,27,4g,辅料
215,149,适量,主食材
215,299,适量,辅料
215,113,适量,辅料
215,5,适量,辅料
215,71,少许,辅料
216,300,适量,主食材
216,96,一块,主食材
216,15,适量,辅料
216,113,适量,辅料
216,5,适量,辅料
217,274,适量,主食材
217,36,适量,辅料
218,301,140g,主食材
218,298,125g,主食材
218,85,380ml,主食材
218,67,适量,主食材
219,197,2小片,辅料
219,302,1小棵,辅料
219,189,6只,辅料
219,279,2朵,辅料
219,5,1小勺,辅料
220,70,4斤,主食材
220,4,1000毫升,辅料
221,303,适量,主食材
221,145,适量,主食材
221,304,适量,主食材
221,2,适量,辅料
221,13,适量,辅料
221,5,适量,辅料
222,60,适量,辅料
222,2,适量,辅料
222,1,适量,辅料
222,3,适量,辅料
222,22,适量,辅料
222,195,适量,辅料
222,5,适量,辅料
223,139,适量,主食材
223,84,适量,主食材
223,133,适量,主食材
223,36,适量,辅料
224,267,1000g,主食材
224,1,半头,辅料
224,3,4根,辅料
224,2,4片,辅料
224,102,2g,辅料
224,26,适量,辅料
224,66,适量,辅料
224,84,1个,辅料
224,5,1勺,辅料
224,22,2勺,辅料
224,21,2勺,辅料
224,67,1勺,辅料
224,24,1勺,辅料
224,9,1勺,辅料
224,6,1勺,辅料
224,4,适量,辅料
225,39,400g,主食材
225,26,400g（3人份）,主食材
225,55,适量,辅料
225,5,适量,辅料
225,3,少许,辅料
225,1,少许,辅料
225,60,少许,辅料
225,62,少许,辅料
225,22,适量,辅料
225,121,少许,辅料
225,161,10余粒,辅料
226,43,适量,主食材
226,305,一个,辅料
226,14,一根,辅料
227,39,适量,主食材
227,26,700g,主食材
227,27,7g,主食材
227,306,适量,辅料
228,96,适量,主食材
228,258,适量,主食材
228,47,适量,主食材
228,7,适量,辅料
228,21,适量,辅料
228,2,适量,辅料
228,1,适量,辅料
229,295,适量,主食材
229,36,适量,辅料
230,124,400g,主食材
230,296,100g,辅料
231,307,半个,主食材
231,72,适量,主食材
231,308,1匙,辅料
232,309,适量,主食材
232,265,一包,主食材
232,171,适量,主食材
232,113,适量,辅料
232,5,适量,辅料
232,9,适量,辅料
232,71,少许,辅料
233,310,5斤,主食材
233,13,1个,辅料
233,202,适量,辅料
233,161,适量,辅料
233,67,适量,辅料
233,106,适量,辅料
234,271,250g,主食材
234,272,50g,主食材
234,3,一根,辅料
234,84,一个,辅料
234,85,100ml,辅料
234,273,一勺～大约20g,辅料
234,5,5g,辅料
234,100,3g,辅料
234,102,2g,辅料
235,274,适量,主食材
235,275,适量,主食材
235,276,适量,主食材
235,184,适量,主食材
235,131,适量,辅料
235,90,适量,辅料
235,277,适量,辅料
235,36,适量,辅料
236,199,适量,主食材
236,3,适量,辅料
236,1,适量,辅料
236,278,适量,辅料
236,5,适量,辅料
236,21,适量,辅料
237,26,400g（3人份）,主食材
237,91,200g,主食材
237,279,适量,辅料
237,230,少许,辅料
237,3,适量,辅料
237,5,适量,辅料
237,20,少许,辅料
237,242,适量,辅料
237,9,少许,辅料
237,22,适量,辅料
237,71,少许,辅料
237,2,适量,辅料
237,1,适量,辅料
238,5,适量,辅料
239,248,1大勺,辅料
239,200,1大勺,辅料
240,26,300g,主食材
240,39,300g,主食材
240,55,100g,辅料
240,209,1个,辅料
240,5,适量,辅料
240,3,少许,辅料
240,1,少许,辅料
240,60,2个,辅料
240,62,少许,辅料
240,22,适量,辅料
240,121,少许,辅料
241,88,580g,主食材
241,39,330g（具体看南瓜泥湿度调整）,主食材
241,84,2个,主食材
241,67,50g,主食材
241,101,30g,主食材
241,27,6g,主食材
241,5,4g,主食材
241,65,40g,主食材
241,277,适量,辅料
242,26,适量,主食材
242,55,适量,主食材
242,78,适量,主食材
242,84,适量,主食材
242,153,适量,主食材
242,5,适量,辅料
242,57,适量,辅料
242,61,适量,辅料
242,71,适量,辅料
243,2,少量,辅料
243,77,20毫升,辅料
243,4,15毫升,辅料
243,5,适量,辅料
244,311,两块,主食材
244,171,50g,辅料
244,84,两个,辅料
245,76,200g,主食材
245,18,200g,辅料
245,161,10余粒,辅料
245,23,适量,辅料
245,5,适量,辅料
245,71,少许,辅料
246,302,150g,主食材
246,4,适量,辅料
246,21,适量,辅料
246,5,少量,辅料
247,58,一两,主食材
247,188,一颗,主食材
247,222,适量,辅料
247,5,少许,辅料
247,57,几滴,辅料
248,18,适量,主食材
248,171,适量,主食材
248,9,适量,辅料
248,22,适量,辅料
248,44,适量,辅料
248,4,适量,辅料
248,67,适量,辅料
248,5,适量,辅料
249,289,适量,主食材
249,312,适量,主食材
249,2,适量,辅料
249,22,适量,辅料
249,23,适量,辅料
249,106,适量,辅料
249,3,适量,辅料
249,5,适量,辅料
250,145,适量,主食材
250,2,适量,辅料
250,5,适量,辅料
251,313,200g,主食材
251,13,100g,辅料
251,5,适量,辅料
251,273,2勺,辅料
252,314,500g,主食材
252,315,100g,主食材
252,164,50g,辅料
252,2,50g,辅料
252,3,50g,辅料
252,5,适量,辅料
253,107,2根,主食材
253,44,粉适量,辅料
253,84,一个,辅料
253,316,适量,辅料
253,5,盐适量,辅料
254,317,一只,主食材
254,2,适量,辅料
254,15,适量,辅料
254,5,8g,辅料
254,22,30g,辅料
254,21,15g,辅料
255,96,300克,主食材
255,13,半根,主食材
255,42,2个,主食材
255,14,1根,主食材
255,84,1只,辅料
255,54,适量,辅料
255,318,适量,辅料
255,5,适量,辅料
255,121,适量,辅料
256,45,适量,主食材
256,18,适量,主食材
256,97,适量,辅料
256,3,适量,辅料
256,64,适量,辅料
256,3,适量,辅料
256,71,适量,辅料
257,319,110克,主食材
257,207,170克,主食材
257,5,适量,辅料
257,121,适量,辅料
258,1,2瓣,辅料
258,243,1个,辅料
258,2,1片,辅料
258,3,1段,辅料
259,243,2个,辅料
259,97,6根,辅料
259,1,4瓣,辅料
259,2,2片,辅料
259,320,适量,辅料
259,5,小半勺,辅料
259,22,3勺,辅料
259,321,3勺,辅料
259,21,1勺,辅料
259,98,1勺,辅料
259,322,1勺,辅料
260,145,1小节,主食材
260,11,少许,主食材
260,153,随意,主食材
260,13,1小段,主食材
260,30,3个,主食材
261,229,适量,辅料
261,81,少量,辅料
262,144,少许,辅料
262,3,少许,辅料
262,97,少许,辅料
262,5,适量,辅料
262,262,少许,辅料
262,9,少许,辅料
262,71,少许,辅料
262,57,少许,辅料
263,323,1条,主食材
263,3,适量,辅料
263,2,两片,辅料
263,1,两瓣,辅料
263,60,适量,辅料
263,22,1勺,辅料
263,23,半勺,辅料
263,17,半勺,辅料
263,67,半勺,辅料
263,6,1勺,辅料
263,9,适量,辅料
263,24,适量,辅料
263,162,1颗,辅料
263,161,适量,辅料
263,21,半勺,辅料
263,121,适量,辅料
264,271,270g,主食材
264,324,40g,辅料
264,84,1个,辅料
264,27,4g,辅料
264,67,10g,辅料
264,85,170g,辅料
264,103,20g,辅料
265,325,5g,辅料
265,94,约220ml,辅料
266,326,适量,主食材
266,3,适量,辅料
266,2,适量,辅料
266,1,适量,辅料
266,161,适量,辅料
266,162,适量,辅料
266,191,适量,辅料
266,141,适量,辅料
266,239,适量,辅料
266,192,适量,辅料
266,60,适量,辅料
266,76,适量,辅料
266,5,适量,辅料
266,106,适量,辅料
266,6,适量,辅料
266,22,适量,辅料
266,23,适量,辅料
267,18,100g,主食材
267,327,少许,辅料
267,5,适量,辅料
268,122,八个,主食材
268,10,一个,主食材
268,2,一块,辅料
268,1,一头,辅料
268,162,两个,辅料
268,3,适量,辅料
268,6,一勺,辅料
268,22,两勺,辅料
268,23,一勺,辅料
268,5,适量,辅料
269,128,适量,主食材
269,196,适量,辅料
269,84,一颗,辅料
269,4,适量,辅料
269,5,适量,辅料
269,7,适量,辅料
270,328,适量,主食材
270,329,适量,主食材
270,3,适量,辅料
270,1,适量,辅料
270,60,适量,辅料
270,5,适量,辅料
270,71,适量,辅料
270,24,适量,辅料
270,22,适量,辅料
270,23,适量,辅料
270,6,适量,辅料
271,171,适量,主食材
271,42,少许,主食材
271,84,一个,主食材
271,2,少许,辅料
271,3,少许,辅料
271,4,少许,辅料
271,5,少许,辅料
272,193,适量,主食材
272,2,少许,辅料
272,75,一棵,辅料
272,4,少许,辅料
272,5,少许,辅料
272,7,少许,辅料
272,9,少许,辅料
272,44,少许,辅料
272,26,一勺,辅料
272,67,少许,辅料
273,253,适量,主食材
273,84,1个,主食材
273,170,适量,辅料
274,171,2片,主食材
274,169,80g,主食材
274,18,50g,辅料
274,3,小许,辅料
274,97,小许,辅料
274,5,小许,辅料
274,71,小许,辅料
274,22,3g,辅料
274,321,小许,辅料
274,330,1匙,辅料
274,57,小许,辅料
275,331,适量,主食材
276,59,一个,主食材
276,202,一袋,辅料
276,2,适量,辅料
276,1,适量,辅料
276,332,适量,辅料
276,99,两勺,辅料
276,22,两勺,辅料
276,67,1勺,辅料
277,84,一个,主食材
277,134,50克,主食材
277,85,90克,主食材
277,103,65克,主食材
277,37,140克,主食材
277,135,15克,主食材
277,100,5克,辅料
277,333,适量,辅料
278,164,适量,主食材
278,18,适量,辅料
278,76,适量,辅料
278,54,适量,辅料
278,22,适量,辅料
279,260,适量,主食材
279,22,适量,辅料
279,5,适量,辅料
280,334,适量,主食材
280,222,80g,辅料
280,67,适量,辅料
281,335,适量,主食材
281,2,适量,辅料
281,3,适量,辅料
281,4,适量,辅料
281,5,少量,辅料
281,21,少量,辅料
282,45,2个,主食材
282,70,200克,主食材
282,209,2个,主食材
282,47,2个,主食材
282,4,2勺,辅料
282,5,半勺,辅料
282,22,1勺,辅料
282,21,1勺,辅料
282,3,适量,辅料
282,1,适量,辅料
283,84,2个,主食材
283,273,100毫升,主食材
283,134,70克,主食材
283,26,122克,主食材
283,100,3克,主食材
283,336,适量,辅料
283,337,适量,辅料
284,209,3个,主食材
284,327,2张,主食材
284,1,2瓣,辅料
284,15,1根,辅料
284,21,1勺,辅料
284,7,1勺,辅料
284,338,半勺,辅料
285,298,1个,主食材
285,85,300毫升,主食材
285,339,5颗,辅料
286,340,500g,主食材
286,2,5g,辅料
286,1,3g,辅料
286,60,3g,辅料
287,341,40g,主食材
287,276,30g,主食材
287,218,30g,主食材
287,81,适量,主食材
287,342,适量,主食材
288,10,2个,主食材
288,343,5g,主食材
288,343,适量,辅料
288,17,适量,辅料
288,5,少许,辅料
289,227,1棵,辅料
289,5,小许,辅料
290,344,500g,主食材
290,18,一斤,主食材
290,13,一个,主食材
290,55,250g,辅料
290,21,适量,辅料
290,7,适量,辅料
290,5,适量,辅料
291,107,两条,主食材
291,1,两瓣,辅料
291,243,两个,辅料
291,3,一根,辅料
292,219,几个,主食材
292,282,适量，或者无,辅料
293,90,15g,主食材
293,79,130g,主食材
293,13,50g,主食材
293,283,50g,主食材
293,277,20g,主食材
293,216,4g,主食材
294,84,2个,主食材
294,284,15克,主食材
294,134,30克,主食材
294,273,20克,主食材
294,52,26.5克,主食材
294,127,12克,主食材
294,20,0.6克,主食材
294,37,40克,主食材
294,282,2克,辅料
295,169,75g,主食材
295,59,150g,辅料
295,3,两根,辅料
295,76,一个,辅料
295,77,20毫升,辅料
295,4,适量,辅料
295,5,少量,辅料
295,7,少量,辅料
295,21,适量,辅料
296,285,200g,主食材
296,4,适量,辅料
296,21,15毫升,辅料
296,5,少量,辅料
297,286,1块,主食材
297,3,1段,辅料
297,287,1袋,辅料
297,6,1勺,辅料
297,7,1勺,辅料
297,9,1勺,辅料
297,288,1大勺,辅料
297,48,1勺,辅料
297,54,半勺,辅料
298,289,1/2,主食材
298,2,15g,辅料
298,3,10g,辅料
298,7,20毫升,辅料
298,21,30毫升,辅料
298,5,10g,辅料
298,36,200毫升,辅料
299,10,适量,主食材
299,18,适量,主食材
299,1,适量,辅料
299,3,适量,辅料
299,290,适量,辅料
299,6,适量,辅料
299,5,适量,辅料
299,22,适量,辅料
299,54,适量,辅料
299,291,适量,辅料
299,21,适量,辅料
300,292,1碗,主食材
300,293,1块,辅料
300,174,1撮,辅料
300,175,适量,辅料
300,220,2块,辅料
301,197,1块,主食材
301,126,1碗,主食材
301,13,半根,辅料
301,171,3瓣,辅料
301,41,1/3个,辅料
301,3,20ml,辅料
301,2,适量,辅料
301,1,适量,辅料
301,259,适量,辅料
301,5,2勺,辅料
301,121,1勺,辅料
302,2,适量,辅料
302,54,适量,辅料
302,4,适量,辅料
302,5,适量,辅料
302,6,适量,辅料
302,22,适量,辅料
303,145,1节,主食材
303,4,2勺,辅料
303,60,1个,辅料
303,161,20粒,辅料
303,5,半勺,辅料
303,22,1勺,辅料
303,195,1勺,辅料
303,21,1勺,辅料
303,259,1勺,辅料
303,66,1勺,辅料
303,52,2勺,辅料
304,260,1条,主食材
304,261,1个,辅料
305,59,一根,主食材
305,262,适量,主食材
305,15,适量,辅料
305,113,适量,辅料
305,5,适量,辅料
305,71,少许,辅料
306,96,适量,主食材
306,168,适量,主食材
306,263,适量,主食材
306,18,适量,主食材
306,47,半个,主食材
306,3,适量,主食材
306,103,8毫升,辅料
306,5,少许,辅料
306,22,2毫升,辅料
306,17,2毫升,辅料
307,26,200克,主食材
307,27,3克,主食材
307,134,25克,主食材
307,101,5克,主食材
307,85,100克,主食材
307,264,1克,主食材
308,265,适量,主食材
308,84,一个,主食材
308,3,适量,辅料
308,7,适量,辅料
308,5,适量,辅料
309,266,一个,主食材
309,219,一个,主食材
309,131,五个,辅料
309,133,一块,辅料
309,2,适量,辅料
309,32,适量,辅料
309,36,适量,辅料
310,128,100g,主食材
310,84,2个,辅料
311,179,200g,辅料
311,345,400g,辅料
311,172,少许,辅料
311,5,少许,辅料
311,65,30g,辅料
311,273,少许,辅料
312,145,225克,主食材
312,263,120克,主食材
312,119,2根,主食材
312,22,适量,辅料
312,67,适量,辅料
313,197,适量,主食材
313,59,适量,主食材
313,2,适量,辅料
313,6,适量,辅料
313,22,适量,辅料
314,58,一两,主食材
314,97,两根,主食材
314,262,少许,主食材
314,222,适量,辅料
314,5,少许,辅料
314,57,几滴,辅料
315,346,适量,主食材
315,70,适量,主食材
315,1,3-5瓣,主食材
315,6,适量,辅料
315,21,适量,辅料
315,22,适量,辅料
315,67,适量,辅料
315,5,适量,辅料
316,26,小许,辅料
316,54,小许,辅料
316,52,150g,辅料
316,4,小许,辅料
317,188,适量,辅料
317,3,适量,辅料
317,150,适量,辅料
317,17,适量,辅料
317,5,适量,辅料
317,7,适量,辅料
318,177,1片,主食材
318,84,1个,主食材
318,179,适量,主食材
318,172,少量,辅料
319,112,300g,主食材
319,47,1个,辅料
319,75,少许,辅料
319,5,少许,辅料
319,4,适量,辅料
319,87,适量,辅料
320,166,750g,主食材
320,4,适量,辅料
320,5,适量,辅料
320,246,500ml,辅料
320,7,适量,辅料
320,9,1匙,辅料
320,106,2块,辅料
320,71,少许,辅料
320,36,适量,辅料
321,58,四两,主食材
321,39,一块,主食材
321,1,少许,辅料
321,222,适量,辅料
321,61,适量,辅料
321,5,适量,辅料
321,22,少许,辅料
322,289,半只,主食材
322,145,一节,主食材
322,347,80g,主食材
322,2,一块,辅料
322,131,八颗,辅料
322,6,适量,辅料
322,5,适量,辅料
323,258,1个,主食材
323,84,2个,辅料
323,5,适量,辅料
323,61,适量,辅料
323,71,适量,辅料
324,319,适量,主食材
324,348,适量,主食材
324,5,适量,辅料
324,22,适量,辅料
324,209,适量,辅料
324,71,适量,辅料
324,1,适量,辅料
324,47,适量,辅料
325,349,2个,主食材
325,253,60g,主食材
325,5,小许,辅料
325,71,小许,辅料
325,4,半匙,辅料
325,22,3g,辅料
326,18,适量,主食材
326,154,一个,主食材
327,199,半根,主食材
327,41,半个,主食材
327,5,少许,辅料
327,71,一点,辅料
328,75,适量,辅料
328,5,适量,辅料
328,6,适量,辅料
328,350,数滴,辅料
328,26,少许,辅料
328,2,适量,辅料
329,78,适量,主食材
329,63,适量,主食材
329,1,适量,辅料
329,5,适量,辅料
329,103,适量,辅料
329,6,适量,辅料
329,67,适量,辅料
329,22,适量,辅料
330,351,1000G,主食材
330,128,500g,主食材
330,207,适量,辅料
330,352,1份,辅料
330,5,8g,辅料
330,106,15g,辅料
331,77,200g,主食材
331,353,100g,主食材
331,32,适量,辅料
331,133,两块,辅料
332,160,1把,主食材
332,327,2大张,主食材
332,308,3勺,辅料
332,87,20克,辅料
333,96,适量,主食材
333,207,适量,主食材
333,42,适量,主食材
333,13,适量,主食材
333,26,适量,主食材
333,4,适量,辅料
333,5,适量,辅料
333,21,适量,辅料
334,59,250g,主食材
334,84,2个,主食材
334,94,适量,辅料
334,4,1匙,辅料
334,5,1.5g,辅料
334,71,1g,辅料
335,328,100克,主食材
335,143,150克,主食材
335,84,3枚,主食材
335,4,4勺,辅料
335,22,2勺,辅料
335,21,1勺,辅料
336,198,适量,主食材
336,91,适量,主食材
336,59,适量,主食材
336,154,适量,主食材
336,32,适量,主食材
336,9,适量,辅料
336,3,适量,辅料
336,2,适量,辅料
336,1,适量,辅料
336,4,适量,辅料
336,5,适量,辅料
336,354,适量,辅料
336,17,适量,辅料
336,6,适量,辅料
337,124,155克,主食材
337,138,180克,主食材
337,128,200克,主食材
337,5,适量,辅料
337,121,适量,辅料
338,218,30g,主食材
338,301,一个,主食材
338,222,800ml,辅料
338,59,两片,辅料
339,26,适量,主食材
339,355,一颗,主食材
339,84,两个,主食材
339,4,适量,辅料
339,5,适量,辅料
339,3,一颗,辅料
339,22,适量,辅料
339,320,适量,辅料
339,195,适量,辅料
340,177,2片,主食材
340,84,2个,主食材
340,81,适量,辅料
