source,target,用量,relation
340,356,适量,辅料
341,357,适量,主食材
341,5,适量,辅料
341,161,适量,辅料
341,7,适量,辅料
341,71,适量,辅料
342,358,适量,主食材
342,45,适量,主食材
342,11,适量,主食材
342,13,适量,主食材
342,297,适量,主食材
342,3,适量,辅料
342,5,适量,辅料
342,67,适量,辅料
342,22,适量,辅料
342,54,适量,辅料
342,6,适量,辅料
343,347,少许,辅料
343,52,适量,辅料
344,359,一条,主食材
345,2,适量,辅料
345,54,适量,辅料
345,4,适量,辅料
345,5,适量,辅料
345,6,适量,辅料
345,22,适量,辅料
346,26,500克,主食材
346,27,10克,主食材
346,28,（调酵母水用）40克,主食材
346,133,150克,主食材
346,360,（调红糖水用）160克,主食材
346,131,（去核）65克,主食材
346,102,3克,辅料
346,100,6克,辅料
347,84,4个,主食材
347,22,少许,辅料
348,26,适量,主食材
348,188,适量,主食材
348,131,适量,主食材
349,120,2根,主食材
349,204,1勺,辅料
349,22,1勺,辅料
349,98,1勺,辅料
350,315,50g,主食材
350,169,5片,辅料
350,309,5个,辅料
350,361,10块,辅料
350,5,适量,辅料
351,84,2个,主食材
351,357,200g,主食材
351,3,1勺,辅料
351,34,2勺,辅料
352,169,200g,主食材
352,203,100g,辅料
352,13,100g,辅料
352,3,1勺,辅料
352,5,适量,辅料
352,361,2勺,辅料
353,43,150克,主食材
353,286,100克,主食材
353,362,80克,主食材
353,13,40克,主食材
353,164,40克,主食材
353,2,一块,辅料
353,22,一勺,辅料
353,4,适量,辅料
353,54,适量,辅料
353,5,适量,辅料
354,298,一个,主食材
354,148,半朵,主食材
354,32,10g,辅料
354,51,一块,辅料
355,124,230克,主食材
355,138,225克,主食材
355,84,2只,主食材
355,200,适量,辅料
355,5,适量,辅料
355,67,适量,辅料
356,133,5勺,辅料
356,36,1片,辅料
357,169,适量,主食材
357,196,适量,主食材
357,128,适量,主食材
357,9,适量,辅料
357,3,适量,辅料
357,22,适量,辅料
358,72,100克,主食材
358,115,230克,主食材
358,22,适量,辅料
358,5,适量,辅料
358,121,适量,辅料
359,52,适量,辅料
359,5,1g,辅料
360,298,110g,主食材
360,218,40g,主食材
360,342,适量,主食材
360,67,适量,主食材
361,55,1小把,主食材
361,42,4朵,主食材
361,363,200g,主食材
361,344,适量,辅料
361,7,1勺,辅料
361,21,1勺,辅料
361,5,适量,辅料
361,24,适量,辅料
361,4,稍多,辅料
362,171,适量,主食材
362,364,适量,主食材
362,1,适量,辅料
362,60,2个,辅料
362,64,1勺,辅料
362,22,1勺,辅料
362,23,1勺,辅料
362,36,适量,辅料
363,18,200g,主食材
363,145,一节,辅料
363,76,一个,辅料
363,5,10 g,辅料
363,21,15毫升,辅料
364,197,适量,主食材
364,92,适量,主食材
364,2,适量,辅料
364,1,适量,辅料
364,5,适量,辅料
364,22,适量,辅料
365,69,适量,主食材
365,365,适量,辅料
365,5,适量,辅料
365,24,适量,辅料
366,366,适量,主食材
366,26,适量,主食材
366,230,半个,主食材
366,3,一颗,辅料
366,2,一块,辅料
366,5,适量,辅料
366,24,适量,辅料
366,195,适量,辅料
367,219,适量,主食材
367,12,适量,主食材
367,36,适量,辅料
368,245,750克,主食材
368,3,一颗,辅料
368,2,5片,辅料
368,1,5瓣,辅料
368,161,适量,辅料
368,64,50克,辅料
369,78,适量,主食材
369,84,三个,主食材
369,13,半根,主食材
369,15,适量,辅料
369,113,适量,辅料
369,5,适量,辅料
369,9,适量,辅料
369,6,适量,辅料
370,349,70g,主食材
370,4,半匙,辅料
371,80,8个,主食材
371,328,130克,主食材
371,367,1株,主食材
371,6,适量,辅料
371,5,适量,辅料
371,22,适量,辅料
371,21,适量,辅料
372,271,50g,主食材
372,26,100g,主食材
372,27,2g,主食材
372,36,85g,主食材
372,4,适量,辅料
373,193,适量,主食材
373,154,适量,主食材
373,3,适量,辅料
373,2,适量,辅料
373,161,适量,辅料
373,97,适量,辅料
373,5,适量,辅料
373,6,适量,辅料
373,36,适量,辅料
374,181,适量,主食材
374,4,适量,辅料
374,5,适量,辅料
374,62,适量,辅料
374,67,适量,辅料
375,265,适量,主食材
375,84,一个,主食材
375,3,适量,辅料
375,123,适量,辅料
375,34,适量,辅料
375,5,适量,辅料
375,17,适量,辅料
375,7,适量,辅料
375,21,适量,辅料
376,357,50g,辅料
376,3,1勺,辅料
376,361,3勺,辅料
376,5,适量,辅料
376,7,2勺,辅料
377,84,2个,主食材
377,357,200g,主食材
377,3,1勺,辅料
377,34,2勺,辅料
378,169,200g,主食材
378,203,100g,辅料
378,13,100g,辅料
378,3,1勺,辅料
378,5,适量,辅料
378,361,2勺,辅料
379,43,150克,主食材
379,286,100克,主食材
379,362,80克,主食材
379,13,40克,主食材
379,164,40克,主食材
379,2,一块,辅料
379,22,一勺,辅料
379,4,适量,辅料
379,54,适量,辅料
379,5,适量,辅料
380,298,一个,主食材
380,148,半朵,主食材
380,32,10g,辅料
380,51,一块,辅料
381,260,适量,主食材
381,22,适量,辅料
381,5,适量,辅料
382,334,适量,主食材
382,222,80g,辅料
382,67,适量,辅料
383,131,适量,主食材
383,32,适量,主食材
383,133,适量,辅料
383,52,适量,辅料
384,88,300克,主食材
384,81,40克,主食材
384,5,3克,主食材
384,27,5克,主食材
384,85,200克,主食材
384,65,30克,主食材
384,135,10克,辅料
385,2,适量,辅料
385,113,少许,辅料
385,5,适量,辅料
386,270,100g,主食材
386,368,300g,辅料
386,22,两勺,辅料
386,6,两勺,辅料
386,54,适量,辅料
387,18,150克,主食材
387,39,1块,主食材
387,26,800克,主食材
387,4,20克,辅料
387,5,1克,辅料
387,7,30克,辅料
388,369,60g,主食材
388,5,1g,辅料
388,97,小许,辅料
388,71,1g,辅料
389,70,1斤,主食材
389,84,4个,辅料
389,12,1个,辅料
389,162,2颗,辅料
389,60,4只,辅料
389,141,2片,辅料
389,1,4颗,辅料
389,3,1颗,辅料
389,2,5片,辅料
390,370,一人份,主食材
390,3,适量,主食材
390,84,一个,辅料
390,34,适量,辅料
390,7,适量,辅料
390,5,适量…,辅料
390,71,适量,辅料
391,55,1小把,主食材
391,42,4朵,主食材
391,363,200g,主食材
391,344,适量,辅料
391,7,1勺,辅料
391,21,1勺,辅料
391,5,适量,辅料
391,24,适量,辅料
391,4,稍多,辅料
392,171,适量,主食材
392,364,适量,主食材
392,1,适量,辅料
392,60,2个,辅料
392,64,1勺,辅料
392,22,1勺,辅料
392,23,1勺,辅料
392,36,适量,辅料
393,18,200g,主食材
393,145,一节,辅料
393,76,一个,辅料
393,5,10 g,辅料
393,21,15毫升,辅料
394,197,适量,主食材
394,92,适量,主食材
394,2,适量,辅料
394,1,适量,辅料
394,5,适量,辅料
394,22,适量,辅料
395,69,适量,主食材
395,365,适量,辅料
395,5,适量,辅料
395,24,适量,辅料
396,366,适量,主食材
396,26,适量,主食材
396,230,半个,主食材
396,3,一颗,辅料
396,2,一块,辅料
396,5,适量,辅料
396,24,适量,辅料
396,195,适量,辅料
397,219,适量,主食材
397,12,适量,主食材
397,36,适量,辅料
398,245,750克,主食材
398,3,一颗,辅料
398,2,5片,辅料
398,1,5瓣,辅料
398,161,适量,辅料
398,64,50克,辅料
399,78,适量,主食材
399,84,三个,主食材
399,13,半根,主食材
399,15,适量,辅料
399,113,适量,辅料
399,5,适量,辅料
399,9,适量,辅料
399,6,适量,辅料
400,349,70g,主食材
400,4,半匙,辅料
401,84,4个,主食材
401,103,50克,主食材
401,85,50克,主食材
401,136,适量,主食材
401,67,30克,主食材
401,17,几滴,辅料
402,371,1只,主食材
402,267,1条,主食材
402,83,1副,主食材
402,372,7只,主食材
402,249,1把,辅料
402,2,1块,辅料
402,60,3个,辅料
402,105,1份,辅料
402,247,适量,辅料
402,248,1大勺,辅料
402,51,20克,辅料
402,5,6克,辅料
402,7,40克,辅料
402,23,10克,辅料
403,41,1个,主食材
403,22,10ml,辅料
403,67,5g,辅料
404,83,1000g,主食材
404,209,200g,主食材
404,2,2勺,辅料
404,1,2勺,辅料
404,5,适量,辅料
404,6,2勺,辅料
404,4,5勺,辅料
405,10,1个,主食材
405,76,2个,辅料
405,5,适量,辅料
405,4,3个,辅料
406,313,200g,主食材
406,13,100g,辅料
406,5,适量,辅料
406,273,2勺,辅料
407,314,500g,主食材
407,315,100g,主食材
407,164,50g,辅料
407,2,50g,辅料
407,3,50g,辅料
407,5,适量,辅料
408,107,2根,主食材
408,44,粉适量,辅料
408,84,一个,辅料
408,316,适量,辅料
408,5,盐适量,辅料
409,317,一只,主食材
409,2,适量,辅料
409,15,适量,辅料
409,5,8g,辅料
409,22,30g,辅料
409,21,15g,辅料
410,96,300克,主食材
410,13,半根,主食材
410,42,2个,主食材
410,14,1根,主食材
410,84,1只,辅料
410,54,适量,辅料
410,318,适量,辅料
410,5,适量,辅料
410,121,适量,辅料
411,120,2根,主食材
411,204,1勺,辅料
411,22,1勺,辅料
411,98,1勺,辅料
412,315,50g,主食材
412,169,5片,辅料
412,309,5个,辅料
412,361,10块,辅料
412,5,适量,辅料
413,212,1根,主食材
413,2,1勺,辅料
413,5,适量,辅料
414,193,适量,辅料
414,251,适量,辅料
414,5,适量,辅料
415,128,45克,主食材
415,252,适量,主食材
415,18,适量,主食材
415,4,少许,辅料
415,22,少许,辅料
416,193,适量（根据家里有几口人定）,主食材
416,3,半根,辅料
416,2,2-3片,辅料
416,162,2-3颗,辅料
416,141,1-2片,辅料
417,253,50g,主食材
417,171,2片,辅料
417,5,半克,辅料
417,71,半克,辅料
417,4,半匙,辅料
417,22,3g,辅料
418,138,1个,主食材
418,200,适量,主食材
418,254,200克,主食材
418,4,2勺,辅料
418,5,半勺,辅料
418,8,1勺,辅料
419,88,350克,主食材
419,75,2根,辅料
419,255,50克,辅料
420,256,1袋,主食材
420,254,1盒,主食材
420,125,半碗,主食材
420,41,半个,辅料
421,2,适量,辅料
421,54,适量,辅料
421,4,适量,辅料
421,5,适量,辅料
421,6,适量,辅料
421,22,适量,辅料
422,145,1节,主食材
422,4,2勺,辅料
422,60,1个,辅料
422,161,20粒,辅料
422,5,半勺,辅料
422,22,1勺,辅料
422,195,1勺,辅料
422,21,1勺,辅料
422,259,1勺,辅料
422,66,1勺,辅料
422,52,2勺,辅料
423,260,1条,主食材
423,261,1个,辅料
424,59,一根,主食材
424,262,适量,主食材
424,15,适量,辅料
424,113,适量,辅料
424,5,适量,辅料
424,71,少许,辅料
425,96,适量,主食材
425,168,适量,主食材
425,263,适量,主食材
425,18,适量,主食材
425,47,半个,主食材
425,3,适量,主食材
425,103,8毫升,辅料
425,5,少许,辅料
425,22,2毫升,辅料
425,17,2毫升,辅料
426,26,200克,主食材
426,27,3克,主食材
426,134,25克,主食材
426,101,5克,主食材
426,85,100克,主食材
426,264,1克,主食材
427,265,适量,主食材
427,84,一个,主食材
427,3,适量,辅料
427,7,适量,辅料
427,5,适量,辅料
428,266,一个,主食材
428,219,一个,主食材
428,131,五个,辅料
428,133,一块,辅料
428,2,适量,辅料
428,32,适量,辅料
428,36,适量,辅料
429,128,100g,主食材
429,84,2个,辅料
430,14,1根,主食材
430,328,5条,主食材
430,221,1小个,主食材
430,5,少许,辅料
431,4,半匙,辅料
431,26,小许,辅料
431,5,适量,辅料
432,124,适量,主食材
432,84,适量,主食材
432,58,适量,主食材
432,7,适量,辅料
432,21,适量,辅料
432,34,适量,辅料
433,373,2两,主食材
433,10,1斤,主食材
433,261,适量,主食材
433,2,（也可以放葱）适量,辅料
433,21,适量,辅料
433,23,少许,辅料
433,4,适量,辅料
433,5,少许,辅料
434,374,适量,主食材
434,59,适量,辅料
434,3,适量,辅料
434,2,适量,辅料
434,161,适量,辅料
434,293,适量,辅料
434,5,适量,辅料
434,6,适量,辅料
434,97,适量,辅料
434,9,少许,辅料
434,375,适量,辅料
434,17,适量,辅料
434,32,适量,辅料
435,128,200克,主食材
436,341,80g,主食材
436,347,50g,主食材
436,131,八颗,主食材
436,67,适量,辅料
437,194,适量,主食材
437,1,适量,辅料
437,4,适量,辅料
437,5,适量,辅料
437,21,适量,辅料
438,18,200g,主食材
438,10,一个,主食材
438,1,3瓣,辅料
438,376,50克,辅料
438,3,适量,辅料
438,6,一勺,辅料
438,22,一勺,辅料
438,54,适量,辅料
438,4,适量,辅料
438,5,适量,辅料
439,84,适量,主食材
439,5,适量,辅料
440,112,400克,主食材
440,13,1根,主食材
440,377,300克,主食材
440,378,1个,主食材
440,228,0.5个,主食材
440,379,10个,主食材
440,337,10个,主食材
440,178,1根,主食材
440,219,1个,主食材
440,35,少许,辅料
440,127,4粒,辅料
441,298,两个,主食材
441,301,两个,主食材
442,84,5枚,主食材
442,75,1颗,主食材
442,4,4勺,辅料
442,248,3勺,辅料
442,21,1勺,辅料
442,54,1勺,辅料
442,52,半碗,辅料
443,88,500g,主食材
443,65,140g,主食材
443,380,270g,主食材
443,85,30g,辅料
443,27,6g,辅料
443,67,40g,辅料
443,5,10g,辅料
443,381,少量,辅料
444,285,适量,主食材
444,197,适量,主食材
444,1,适量,辅料
444,2,适量,辅料
444,243,2个,辅料
444,6,适量,辅料
444,5,少许,辅料
445,298,两个,主食材
445,12,半根,主食材
445,106,适量,主食材
445,52,适量,辅料
446,382,适量,主食材
446,52,60g,辅料
446,67,100g,辅料
447,4,适量,辅料
447,21,少量,辅料
447,5,适量,辅料
448,171,250g,主食材
448,4,适量,辅料
448,5,适量,辅料
448,21,适量,辅料
449,18,750g,主食材
449,5,少量,辅料
449,7,适量,辅料
449,21,少量,辅料
450,144,适量,主食材
450,74,50g,辅料
450,84,一个,辅料
450,3,适量,辅料
450,4,适量,辅料
450,5,适量,辅料
451,169,75g,主食材
451,59,150g,辅料
451,3,两根,辅料
451,76,一个,辅料
451,77,20毫升,辅料
451,4,适量,辅料
451,5,少量,辅料
451,7,少量,辅料
451,21,适量,辅料
452,285,200g,主食材
452,4,适量,辅料
452,21,15毫升,辅料
452,5,少量,辅料
453,286,1块,主食材
453,3,1段,辅料
453,287,1袋,辅料
453,6,1勺,辅料
453,7,1勺,辅料
453,9,1勺,辅料
453,288,1大勺,辅料
453,48,1勺,辅料
453,54,半勺,辅料
454,289,1/2,主食材
454,2,15g,辅料
454,3,10g,辅料
454,7,20毫升,辅料
454,21,30毫升,辅料
454,5,10g,辅料
454,36,200毫升,辅料
455,10,适量,主食材
455,18,适量,主食材
455,1,适量,辅料
455,3,适量,辅料
455,290,适量,辅料
455,6,适量,辅料
455,5,适量,辅料
455,22,适量,辅料
455,54,适量,辅料
455,291,适量,辅料
455,21,适量,辅料
456,292,1碗,主食材
456,293,1块,辅料
456,174,1撮,辅料
456,175,适量,辅料
456,220,2块,辅料
457,167,1/2,主食材
457,5,适量,辅料
457,77,适量,辅料
457,7,适量,辅料
457,3,少量,辅料
457,76,洗了,辅料
458,286,适量,主食材
458,294,适量,辅料
459,383,适量,主食材
459,384,适量,主食材
459,106,几块,主食材
459,52,适量,辅料
460,385,360克,主食材
460,7,适量,辅料
460,21,适量,辅料
460,5,适量,辅料
460,67,适量,辅料
461,167,1/2,主食材
461,5,适量,辅料
461,77,适量,辅料
461,7,适量,辅料
461,3,少量,辅料
461,76,洗了,辅料
462,286,适量,主食材
462,294,适量,辅料
463,383,适量,主食材
463,384,适量,主食材
463,106,几块,主食材
463,52,适量,辅料
464,385,360克,主食材
464,7,适量,辅料
464,21,适量,辅料
464,5,适量,辅料
464,67,适量,辅料
465,386,一只,主食材
465,43,150g,主食材
465,2,适量,辅料
465,3,少量,辅料
465,4,适量,辅料
465,77,适量,辅料
465,5,适量,辅料
465,21,适量,辅料
466,84,四个,主食材
466,75,少量,辅料
466,4,适量,辅料
466,5,少量,辅料
466,21,适量,辅料
467,387,500克,主食材
467,388,1大勺,主食材
467,22,2大勺,主食材
467,195,3大勺,主食材
467,81,4大勺,主食材
467,360,适量,辅料
468,128,30g,主食材
468,3,少量,辅料
468,34,少量,辅料
468,5,少量,辅料
468,21,少量,辅料
468,71,少量,辅料
468,7,少量,辅料
469,96,适量,主食材
469,42,适量,辅料
469,13,适量,辅料
469,1,适量,辅料
469,4,适量,辅料
469,5,适量,辅料
469,7,适量,辅料
470,37,100g,主食材
470,67,30g,辅料
470,389,50g,辅料
470,390,16g,辅料
470,257,少许,辅料
470,100,1g,辅料
471,84,5枚,主食材
471,75,1颗,主食材
471,4,4勺,辅料
471,248,3勺,辅料
471,21,1勺,辅料
471,54,1勺,辅料
471,52,半碗,辅料
472,88,500g,主食材
472,65,140g,主食材
472,380,270g,主食材
472,85,30g,辅料
472,27,6g,辅料
472,67,40g,辅料
472,5,10g,辅料
472,381,少量,辅料
473,285,适量,主食材
473,197,适量,主食材
473,1,适量,辅料
473,2,适量,辅料
473,243,2个,辅料
473,6,适量,辅料
473,5,少许,辅料
474,298,两个,主食材
474,12,半根,主食材
474,106,适量,主食材
474,52,适量,辅料
475,382,适量,主食材
475,52,60g,辅料
475,67,100g,辅料
476,4,适量,辅料
476,21,少量,辅料
476,5,适量,辅料
477,171,250g,主食材
477,4,适量,辅料
477,5,适量,辅料
477,21,适量,辅料
478,18,750g,主食材
478,5,少量,辅料
478,7,适量,辅料
478,21,少量,辅料
479,144,适量,主食材
479,74,50g,辅料
479,84,一个,辅料
479,3,适量,辅料
479,4,适量,辅料
479,5,适量,辅料
480,39,适量,主食材
480,26,适量,主食材
480,391,适量,主食材
480,27,少许,辅料
481,392,250g,主食材
481,44,2勺,辅料
481,84,1个,辅料
481,5,少量,辅料
481,2,2片,辅料
481,3,1根,辅料
481,320,适量,辅料
482,85,适量,主食材
482,84,适量,辅料
482,67,适量,辅料
482,114,适量,辅料
483,298,一个,主食材
483,393,适量,主食材
483,90,适量,主食材
483,106,几块,辅料
483,52,适量,辅料
484,394,1把,主食材
484,119,1根,主食材
484,84,1个,主食材
484,207,1颗,主食材
484,268,2块,主食材
484,42,2个,主食材
484,3,1根,辅料
484,5,1勺2次加,辅料
484,21,适量,辅料
484,7,适量,辅料
485,4,50ml,辅料
485,22,2勺,辅料
485,21,1勺,辅料
485,6,2勺,辅料
485,67,3g,辅料
485,23,1勺,辅料
485,172,1小勺,辅料
486,184,适量,主食材
486,218,适量,主食材
486,106,适量,主食材
486,222,适量,辅料
487,36,适量,辅料
488,41,半个,辅料
488,3,几根,辅料
488,4,较多,辅料
488,5,适量,辅料
489,395,适量,主食材
489,59,半个,主食材
489,4,半匙,辅料
489,222,若干,辅料
489,3,适量,辅料
490,119,适量,主食材
490,126,一碗,主食材
490,47,半个,主食材
490,3,适量,主食材
490,103,8毫升,辅料
490,5,2克,辅料
490,23,1毫升,辅料
491,83,200g,主食材
491,47,50g,主食材
491,209,50g,主食材
491,290,50g,主食材
491,3,5g,主食材
491,2,5g,主食材
491,161,3g,辅料
491,162,3g,辅料
491,4,0.5勺,辅料
491,6,1勺,辅料
491,67,1勺,辅料
491,5,适量,辅料
491,121,0.2匙,辅料
492,70,500g,主食材
492,97,50g,主食材
492,3,10g,辅料
492,2,10g,辅料
492,4,1勺,辅料
493,396,500g,主食材
493,397,1个,辅料
493,5,1匙,辅料
493,54,2勺,辅料
493,4,适量,辅料
494,398,500g,主食材
494,1,20g,辅料
495,91,500g,主食材
495,84,1个,辅料
495,3,10g,辅料
495,2,10g,辅料
495,4,适量,辅料
495,67,1勺,辅料
496,126,1碗,主食材
496,41,30g,辅料
496,120,30g,辅料
496,153,30g,辅料
496,97,10g,辅料
496,4,1勺,辅料
496,5,2匙,辅料
496,121,1匙,辅料
496,8,适量,辅料
497,260,1条,主食材
497,138,4个,主食材
497,3,5g,辅料
497,2,5g,辅料
497,1,5g,辅料
497,243,10g,辅料
497,257,适量,辅料
497,4,适量,辅料
497,397,1个,辅料
497,172,2匙,辅料
497,5,2匙,辅料
497,67,0.5勺,辅料
497,121,0.2匙,辅料
497,6,1勺,辅料
497,54,适量,辅料
498,399,500g,主食材
498,120,2根,主食材
498,1,10g,辅料
498,97,10g,辅料
498,5,2匙,辅料
498,67,1匙,辅料
498,17,1勺,辅料
498,121,0.2匙,辅料
499,117,500g,主食材
499,84,1个,辅料
499,316,适量,辅料
499,26,适量,辅料
499,5,2匙,辅料
499,4,适量,辅料
499,6,0.5勺,辅料
500,400,1根,主食材
500,401,100g,主食材
500,13,50g,辅料
500,3,30g,辅料
500,4,1勺,辅料
500,242,1勺,辅料
500,67,1勺,辅料
500,17,1勺,辅料
500,5,1匙,辅料
500,121,0.2匙,辅料
501,88,300克,主食材
501,81,40克,主食材
501,5,3克,主食材
501,27,5克,主食材
501,85,200克,主食材
501,65,30克,主食材
501,135,10克,辅料
502,2,适量,辅料
502,113,少许,辅料
502,5,适量,辅料
503,270,100g,主食材
503,368,300g,辅料
503,22,两勺,辅料
503,6,两勺,辅料
503,54,适量,辅料
504,18,150克,主食材
504,39,1块,主食材
504,26,800克,主食材
504,4,20克,辅料
504,5,1克,辅料
504,7,30克,辅料
505,369,60g,主食材
505,5,1g,辅料
505,97,小许,辅料
505,71,1g,辅料
506,70,1斤,主食材
506,84,4个,辅料
506,12,1个,辅料
506,162,2颗,辅料
506,60,4只,辅料
506,141,2片,辅料
506,1,4颗,辅料
506,3,1颗,辅料
506,2,5片,辅料
507,370,一人份,主食材
507,3,适量,主食材
507,84,一个,辅料
507,34,适量,辅料
507,7,适量,辅料
507,5,适量…,辅料
507,71,适量,辅料
508,402,100g,主食材
508,403,20g,辅料
508,5,适量,辅料
508,4,3勺,辅料
509,260,500g,主食材
509,270,200g,主食材
509,75,50g,辅料
509,361,5勺,辅料
509,205,6勺,辅料
510,382,适量,主食材
511,160,200克,主食材
511,153,适量,主食材
511,13,半根,主食材
511,1,2瓣,辅料
511,249,适量,辅料
511,54,1大勺,辅料
511,81,1大勺,辅料
512,171,5片,主食材
512,404,适量,主食材
512,249,2颗,辅料
512,1,4粒,辅料
512,60,适量,辅料
512,161,少许,辅料
512,5,少许,辅料
512,22,1勺,辅料
512,17,半勺,辅料
512,67,少许,辅料
512,71,适量,辅料
512,61,适量,辅料
513,147,适量,主食材
513,85,适量,辅料
513,106,适量,辅料
514,148,3朵,主食材
514,173,半个,主食材
514,131,5颗,辅料
514,51,适量,辅料
514,222,适量,辅料
515,3,适量,辅料
515,2,3片,辅料
515,1,2瓣,辅料
516,147,适量,主食材
516,85,适量,主食材
516,405,适量,辅料
516,106,适量,辅料
517,406,适量,主食材
517,146,适量,主食材
517,382,适量,主食材
517,36,适量,辅料
518,357,适量,主食材
518,56,一小把,主食材
518,1,适量,辅料
518,5,适量,辅料
518,22,适量,辅料
518,4,适量,辅料
519,344,几个,主食材
519,52,适量,辅料
519,4,小许,辅料
520,52,300g,辅料
520,5,1g,辅料
520,71,1g,辅料
521,227,1棵,辅料
521,5,小许,辅料
522,344,500g,主食材
522,18,一斤,主食材
522,13,一个,主食材
522,55,250g,辅料
522,21,适量,辅料
522,7,适量,辅料
522,5,适量,辅料
523,128,100g,主食材
523,83,50g,主食材
523,171,50g,辅料
523,209,20g,辅料
523,205,3勺,辅料
523,5,适量,辅料
